OBJECTID,Animal_Id,Animal_Name,Animal_Type,Activity_Number,Intake_Type,Picked_up_Location,Intake_Date,Outcome_Type,Outcome_Date,Animal_Age,Animal_PrimaryColor,Animal_Sex,Outcome_SubType
146,A483126,RAFELA,CAT,,STRAY,ZEPHYR WAY & VANDER WAY,2020/05/10 07:00:00+00,,2020/06/10 07:00:00+00,7Y,TORTIE,S,
147,A483954,QUEENIE,DOG,A22-481367,STRAY,26TH AVE & 24TH ST,2022/03/10 08:00:00+00,TRANSFER,2022/03/26 07:00:00+00,9Y,CREAM,S,RESCUE GRP
148,A484815,ARIES,DOG,,EUTH REQ,,2021/07/10 07:00:00+00,EUTH,2021/07/10 07:00:00+00,,BLACK,M,OWNER REQ
149,A485986,BLUE,DOG,,STRAY,VALLEY HI DR & FRANCISCAN WAY,2020/01/12 08:00:00+00,RTO,2020/01/12 08:00:00+00,8Y,BLUE,N,TEXT
150,A486289,DUCHESS,DOG,,RETURN,,2022/02/10 08:00:00+00,TRANSFER,2022/03/26 07:00:00+00,9Y,BR BRINDLE,S,RESCUE GRP
151,A486289,DUCHESS,DOG,A22-479097,CONFISCATE,29TH AVE & 28TH ST,2022/01/20 08:00:00+00,ADOPTION,2022/02/08 08:00:00+00,9Y,BR BRINDLE,S,NORMAL
152,A486659,PEARL,CAT,,STRAY,S ST & 13TH ST,2022/05/23 07:00:00+00,,2022/08/23 07:00:00+00,7Y,WHITE,S,
153,A489049,MISTER,DOG,,FOSTER,,2021/05/03 07:00:00+00,ADOPTION,2021/05/03 07:00:00+00,12Y,BUFF,N,FOSTER
154,A489049,MISTER,DOG,,FOSTER,,2020/12/19 08:00:00+00,FOSTER,2020/12/20 08:00:00+00,12Y,BUFF,N,EMERGENCY
155,A489049,MISTER,DOG,,OWNER SUR,,2020/12/13 08:00:00+00,FOSTER,2020/12/17 08:00:00+00,12Y,BUFF,N,FOST2ADOPT
156,A489049,MISTER,DOG,,OWNER SUR,,2021/03/20 07:00:00+00,FOSTER,2021/03/26 07:00:00+00,12Y,BUFF,N,FOST2ADOPT
157,A489049,MISTER,DOG,,FOSTER,,2021/02/10 08:00:00+00,ADOPTION,2021/02/10 08:00:00+00,12Y,BUFF,N,EMERGENCY
158,A489186,LUCY,DOG,A20-453319,OWNER SUR,,2020/04/09 07:00:00+00,TRANSFER,2020/04/24 07:00:00+00,9Y,BLACK,S,SPCA
159,A489865,LITTLE GIRL,DOG,,FOSTER,,2021/02/12 08:00:00+00,ADOPTION,2021/02/12 08:00:00+00,12Y,BUFF,S,EMERGENCY
160,A489865,LITTLE GIRL,DOG,,OWNER SUR,,2021/03/20 07:00:00+00,FOSTER,2021/03/26 07:00:00+00,12Y,BUFF,S,FOST2ADOPT
161,A489865,LITTLE GIRL,DOG,,OWNER SUR,,2020/12/13 08:00:00+00,FOSTER,2020/12/17 08:00:00+00,12Y,BUFF,S,FOST2ADOPT
162,A489865,LITTLE GIRL,DOG,,FOSTER,,2020/12/19 08:00:00+00,FOSTER,2020/12/20 08:00:00+00,12Y,BUFF,S,EMERGENCY
163,A489865,LITTLE GIRL,DOG,,FOSTER,,2021/05/03 07:00:00+00,ADOPTION,2021/05/03 07:00:00+00,12Y,BUFF,S,FOSTER
164,A490491,MIZUKI,CAT,,OWNER SUR,,2020/06/18 07:00:00+00,FOSTER,2020/06/19 07:00:00+00,6Y,BLACK,S,EMERGENCY
165,A490491,MIZUKI,CAT,,FOSTER,,2020/08/14 07:00:00+00,ADOPTION,2020/08/14 07:00:00+00,6Y,BLACK,S,EMERGENCY
166,A491116,TONY,DOG,,OWNER SUR,,2022/07/21 07:00:00+00,ADOPTION,2022/07/23 07:00:00+00,10Y,TAN,N,NORMAL
167,A491428,HAZEL,DOG,,STRAY,FLORIN RD & 24TH ST,2022/03/12 08:00:00+00,RTO,2022/03/14 07:00:00+00,7Y,BLACK,S,PHONE
168,A491428,HAZEL,DOG,,STRAY,24TH ST & 57TH AVE,2022/03/25 07:00:00+00,ADOPTION,2022/04/09 07:00:00+00,7Y,BLACK,S,NORMAL
169,A491744,KIRA,DOG,,STRAY,FLORIN PERKINS RD & FRUITRIDGE RD,2019/11/25 08:00:00+00,RTO,2019/11/30 08:00:00+00,10Y,BR BRINDLE,S,PHONE
170,A491816,JESSIE,DOG,,STRAY,6715 GLORIA DR,2020/02/11 08:00:00+00,RTO,2020/02/12 08:00:00+00,7Y,BLACK,S,WEBSITE
171,A491854,BLUE,DOG,,FOSTER,,2021/05/12 07:00:00+00,FOSTER,2021/05/12 07:00:00+00,12Y,GRAY,N,EMERGENCY
172,A491854,BLUE,DOG,,FOSTER,,2021/05/07 07:00:00+00,FOSTER,2021/05/09 07:00:00+00,12Y,GRAY,N,EMERGENCY
173,A491854,BLUE,DOG,,FOSTER,,2021/05/21 07:00:00+00,FOSTER,2021/05/22 07:00:00+00,12Y,GRAY,N,EMERGENCY
174,A491854,BLUE,DOG,,FOSTER,,2021/06/01 07:00:00+00,FOSTER,2021/06/06 07:00:00+00,12Y,GRAY,N,FOST2ADOPT
175,A491854,BLUE,DOG,,FOSTER,,2021/06/12 07:00:00+00,ADOPTION,2021/06/12 07:00:00+00,12Y,GRAY,N,EMERGENCY
176,A491854,BLUE,DOG,,OWNER SUR,,2021/03/27 07:00:00+00,FOSTER,2021/05/05 07:00:00+00,12Y,GRAY,N,EMERGENCY
177,A491868,BLAZE,DOG,A22-486562,CONFISCATE,O ST & 17TH ST,2022/06/24 07:00:00+00,RTO,2022/06/25 07:00:00+00,8Y,BROWN,N,IMP 1
178,A492719,SHELBY,CAT,A22-483680,STRAY,15TH AVE & 60TH ST,2022/04/25 07:00:00+00,ADOPTION,2022/05/02 07:00:00+00,9Y,BLACK,S,NORMAL
179,A493149,WOODIE,DOG,A19-447802,STRAY,4601 FRANKLIN BLVD,2019/11/25 08:00:00+00,EUTH,2019/12/31 08:00:00+00,4Y,BLACK,M,DD
180,A493655,ENZO,DOG,,STRAY,BANNON CREEK DR & TRUXEL RD,2020/03/16 07:00:00+00,RTO,2020/03/16 07:00:00+00,7Y,TAN,S,TEXT
181,A493895,ZSA ZSA,DOG,,FOSTER,,2021/12/08 08:00:00+00,ADOPTION,2021/12/08 08:00:00+00,6Y,TAN,S,FOSTER
182,A493895,ZSA ZSA,DOG,,STRAY,2127 FRONT ST,2021/11/24 08:00:00+00,FOSTER,2021/12/06 08:00:00+00,6Y,TAN,S,SPACE
183,A494192,BOOBA,DOG,A20-461668,STRAY,NORTHFIELD DR & NORTHVIEW DR,2020/11/30 08:00:00+00,RTO,2020/11/30 08:00:00+00,8Y,TAN,N,IMP 3
184,A494267,OLIVE,CAT,,STRAY,NORWOOD AVE & BELL AVE,2020/03/05 08:00:00+00,RTO,2020/03/05 08:00:00+00,6Y,BLK TABBY,S,PHONE
185,A494368,TITAN,CAT,,STRAY,ALHAMBRA DR & ATLANTIS DR,2021/07/21 07:00:00+00,,2021/07/21 07:00:00+00,12Y,BRN TABBY,N,
186,A494622,BABY,DOG,,STRAY,,2020/11/09 08:00:00+00,RTO,2020/11/10 08:00:00+00,11Y,TAN,S,PET UNIFY
187,A494721,CHESHIRE,CAT,A21-468811,CONFISCATE,EMPRESS ST & DIXIEANNE AVE,2021/05/28 07:00:00+00,RTO,2021/06/13 07:00:00+00,9Y,ORG TABBY,N,IMP 1
188,A494722,COFFEE,CAT,A21-468811,CONFISCATE,EMPRESS ST & DIXIEANNE AVE,2021/05/28 07:00:00+00,RTO,2021/06/13 07:00:00+00,8Y,CALICO,S,IMP 1
189,A495458,TONCHIS PANC,CAT,,OWNER SUR,,2019/12/05 08:00:00+00,EUTH,2019/12/11 08:00:00+00,4Y,WHITE,N,MD/UNTREAT
190,A495619,MISSY,DOG,,FOSTER,,2020/06/15 07:00:00+00,RTO,2020/06/15 07:00:00+00,7Y,BROWN,F,WEBSITE
191,A495619,MISSY,DOG,A20-455727,CONFISCATE,D ST & 28TH ST,2020/06/13 07:00:00+00,FOSTER,2020/06/13 07:00:00+00,7Y,BROWN,F,BEHAVIOR
192,A496012,LUCY LOU,DOG,A21-471265,CONFISCATE,15 BINACA CT,2021/07/19 07:00:00+00,FOSTER,2021/07/31 07:00:00+00,8Y,BROWN,S,EMERGENCY
193,A496012,LUCY LOU,DOG,,FOSTER,,2021/09/26 07:00:00+00,ADOPTION,2021/10/09 07:00:00+00,8Y,BROWN,S,NORMAL
194,A496539,TOM JONES,CAT,,MEDICAL,,2021/11/06 07:00:00+00,RTF,2021/11/11 08:00:00+00,9Y,BRN TABBY,N,FERAL
195,A496539,TOM JONES,CAT,,MEDICAL,2127 FRONT ST,2020/04/18 07:00:00+00,RTF,2020/04/20 07:00:00+00,9Y,BRN TABBY,N,FERAL
196,A497207,ROSIE,DOG,,STRAY,MABRY DR & BANFIELD DR,2020/02/18 08:00:00+00,RTO,2020/02/18 08:00:00+00,6Y,BL BRINDLE,S,PHONE
197,A497477,LUCY,DOG,,STRAY,10TH AVE & 36TH STREET,2020/09/09 07:00:00+00,RTO,2020/09/09 07:00:00+00,9Y,GRAY,S,PET UNIFY
198,A497884,ROCKY,DOG,,STRAY,BROADWAY & FRONT ST,2022/05/28 07:00:00+00,ADOPTION,2022/06/06 07:00:00+00,6Y,WHITE,N,NORMAL
199,A498834,CHARLIE,DOG,A20-451627,STRAY,8TH AVE & 19TH ST,2020/02/11 08:00:00+00,FOSTER,2020/02/14 08:00:00+00,14Y,BLACK,N,SPACE
200,A498834,CHARLIE,DOG,A20-451627,FOSTER,,2020/02/24 08:00:00+00,ADOPTION,2020/02/24 08:00:00+00,14Y,BLACK,N,RESCUE GRP
201,A499641,APOLLO,DOG,,STRAY,BROADWAY & 38TH ST,2019/11/20 08:00:00+00,RTO,2019/11/20 08:00:00+00,10Y,WHITE,N,IMP 1
202,A500904,FAT BOY,DOG,,STRAY,WESTERN AVE & EL CAMINO AVE,2021/08/30 07:00:00+00,RTO,2021/09/01 07:00:00+00,11Y,BROWN,M,
203,A501194,GEORGIE,DOG,,STRAY,RIVERA MART,2021/09/11 07:00:00+00,RTO,2021/09/14 07:00:00+00,11Y,WHITE,N,WEBSITE
204,A501317,MAXWELL,CAT,A21-471905,CONFISCATE,I ST & 7TH ST,2021/08/02 07:00:00+00,RTO,2021/08/05 07:00:00+00,14Y,BLACK,N,PHONE
205,A501642,JOY,DOG,A20-454249,CONFISCATE,7520 HANDLY WAY,2020/05/01 07:00:00+00,FOSTER,2020/05/10 07:00:00+00,15Y,BLACK,S,EMERGENCY
206,A501642,JOY,DOG,A20-454249,FOSTER,,2020/06/20 07:00:00+00,ADOPTION,2020/06/20 07:00:00+00,15Y,BLACK,S,EMERGENCY
207,A503126,PACO,DOG,A21-468813,STRAY,STRAUS DR & DIESEL DR,2021/05/28 07:00:00+00,RTO,2021/05/29 07:00:00+00,12Y,BLACK,M,PHONE
208,A503126,PACO,DOG,A21-476787,STRAY,RIO LINDA BLVD & PHILLII WAY,2021/11/24 08:00:00+00,RTO,2021/11/27 08:00:00+00,12Y,BLACK,M,WEBSITE
209,A503349,DEJA,DOG,A20-450358,CONFISCATE,FAIR OAKS BLVD & UNIVERSITY RD,2020/01/22 08:00:00+00,RTO,2020/01/23 08:00:00+00,8Y,BLACK,F,IMP 1
210,A503940,TOCHI,DOG,A20-460014,STRAY,50TH AVE & GOLF VIEW DR,2020/10/12 07:00:00+00,RTO,2020/10/20 07:00:00+00,9Y,BLACK,N,TEXT
211,A504011,LOGAN,DOG,A20-449998,STRAY,3174 CRAIGMONT ST,2020/01/14 08:00:00+00,RTO,2020/01/14 08:00:00+00,13Y,WHITE,N,IMP 1
212,A505317,INIT,DOG,A20-459665,STRAY,STOCKTON BLVD & DIAS AVE,2020/10/04 07:00:00+00,FOSTER,2020/10/21 07:00:00+00,9Y,GRAY,N,MEDICAL
213,A505317,INIT,DOG,A20-459665,FOSTER,,2020/11/18 08:00:00+00,RTO,2020/11/18 08:00:00+00,9Y,GRAY,N,IMP 1
214,A505317,INIT,DOG,,STRAY,TAFT ST & GLENROSE AVE,2022/10/19 07:00:00+00,,2022/10/20 07:00:00+00,9Y,GRAY,N,
215,A505450,CALI,CAT,A21-466571,OWNER SUR,CANNERY AVE & N 7TH ST,2021/04/10 07:00:00+00,RTO,2021/04/14 07:00:00+00,21Y,CALICO,S,PHONE
216,A505450,CALI,CAT,A21-468422,OWNER SUR,CANNERY AVE & N 7TH ST,2021/05/19 07:00:00+00,RTO,2021/05/30 07:00:00+00,21Y,CALICO,S,IMP NOTICE
217,A505453,RAMBO,DOG,A21-470814,CONFISCATE,RUSH RIVER DR & MARINA COVE DR,2021/07/09 07:00:00+00,RTO,2021/07/23 07:00:00+00,7Y,BLACK,N,IMP 1
218,A506483,ADALINE,DOG,A20-451076,STRAY,JACINTO AVE & STARBURST WAY,2020/02/05 08:00:00+00,FOSTER,2020/02/13 08:00:00+00,6Y,BLACK,S,POSS ADOPT
219,A506483,ADALINE,DOG,A20-451076,FOSTER,,2020/03/03 08:00:00+00,ADOPTION,2020/03/03 08:00:00+00,6Y,BLACK,S,NORMAL
220,A506734,MISCHKA,DOG,A21-471645,CONFISCATE,S LAND PARK DR & 42ND AVE,2021/07/27 07:00:00+00,RTO,2021/08/01 07:00:00+00,13Y,BROWN,S,WALK THRU
221,A506932,TOM,CAT,,STRAY,SUNSET W BLVD & AMORUSO WAY,2021/01/19 08:00:00+00,,2021/02/06 08:00:00+00,6Y,BLACK,N,
222,A507741,KING,DOG,A21-473975,STRAY,7767 LA RIVIERA DR,2021/09/19 07:00:00+00,ADOPTION,2022/01/02 08:00:00+00,7Y,BLUE,N,NORMAL
223,A507915,GEMMA,DOG,A21-477406,STRAY,28TH ST & 15TH AVE,2021/12/10 08:00:00+00,RTO,2021/12/11 08:00:00+00,8Y,BLUE,S,PHONE
224,A508286,,CAT,,STRAY,SEA FOREST WAY & MCNARAMA WAY,2020/02/07 08:00:00+00,EUTH,2020/02/22 08:00:00+00,3Y,BLACK,S,MD/UNTREAT
225,A508491,CHUBBY,DOG,A22-479672,CONFISCATE,I80 E & WINTERS ST,2022/02/02 08:00:00+00,EUTH,2022/02/03 08:00:00+00,15Y,BLACK,N,MD/UNTREAT
226,A508603,FRANKIE,DOG,,STRAY,STOCKTON BLVD & 22ND AVE,2020/07/07 07:00:00+00,RTO,2020/07/07 07:00:00+00,17Y,BROWN,N,FACEBOOK
227,A508957,LONDON,DOG,A21-473989,STRAY,ROSALIND ST & MARYSVILLE BLVD,2021/09/21 07:00:00+00,ADOPTION,2021/11/13 08:00:00+00,8Y,BLACK,N,NORMAL
228,A509092,TYE,DOG,A20-461622,CONFISCATE,7TH AVE & SAN RAFAEL CT,2020/11/30 08:00:00+00,RTO,2020/12/22 08:00:00+00,7Y,WHITE,M,IMP 1
229,A509092,TYE,DOG,A21-469673,STRAY,SAN RAFAEL CT & BROADWAY,2021/06/15 07:00:00+00,EUTH,2021/09/13 07:00:00+00,7Y,WHITE,M,DD
230,A509374,KODI,DOG,,STRAY,FLORIN RD & GREENHAVEN DR,2019/12/16 08:00:00+00,ADOPTION,2019/12/22 08:00:00+00,8Y,BLACK,N,NORMAL
231,A509836,TEDDY,DOG,A20-452711,CONFISCATE,651 I ST,2020/03/11 07:00:00+00,FOSTER,2020/03/20 07:00:00+00,11Y,BROWN,N,EMERGENCY
232,A509836,TEDDY,DOG,,FOSTER,,2020/04/14 07:00:00+00,RTO,2020/04/14 07:00:00+00,11Y,BROWN,N,PHONE
233,A509846,GABRIELLE,DOG,,EUTH REQ,,2020/01/23 08:00:00+00,EUTH,2020/01/23 08:00:00+00,8Y,BLACK,S,OWNER REQ
234,A510389,ROSIE,DOG,A20-458492,CONFISCATE,LA RIVIERA DR & HOWE AVE,2020/09/02 07:00:00+00,RTO,2020/09/02 07:00:00+00,13Y,BROWN,S,IMP 1
235,A510823,KOKO,DOG,,STRAY,HIGH ST & LOS ROBLES BLVD,2019/12/26 08:00:00+00,ADOPTION,2020/02/15 08:00:00+00,,BLACK,S,RESCUE GRP
236,A511588,MILO,DOG,A20-455868,STRAY,60TH ST & 40TH AVE,2020/06/21 07:00:00+00,RTO,2020/06/21 07:00:00+00,11Y,WHITE,N,PHONE
237,A511588,MILO,DOG,,STRAY,60TH ST & 39TH AVE,2020/06/17 07:00:00+00,RTO,2020/06/18 07:00:00+00,11Y,WHITE,N,IMP 1
238,A511588,MILO,DOG,A20-456085,STRAY,60TH ST & 40TH AVE,2020/06/25 07:00:00+00,RTO,2020/06/25 07:00:00+00,11Y,WHITE,N,PHONE
239,A511588,MILO,DOG,,STRAY,60TH ST & 39TH AVE,2020/07/02 07:00:00+00,RTO,2020/07/18 07:00:00+00,11Y,WHITE,N,PHONE
240,A511588,MILO,DOG,,FOSTER,,2020/11/08 08:00:00+00,ADOPTION,2020/11/08 08:00:00+00,11Y,WHITE,N,EMERGENCY
241,A511588,MILO,DOG,,STRAY,60TH ST & 39TH AVE,2020/11/01 07:00:00+00,FOSTER,2020/11/04 08:00:00+00,11Y,WHITE,N,EMERGENCY
242,A512091,OLD MAN,DOG,A22-483733,CONFISCATE,STOCKTON BLVD & MCMAHON DR,2022/04/28 07:00:00+00,RTO,2022/05/05 07:00:00+00,9Y,BLACK,N,PHONE
243,A512347,LEO,DOG,A19-448924,STRAY,1839 JAMESTOWN DR,2019/12/20 08:00:00+00,RTO,2019/12/21 08:00:00+00,6Y,WHITE,N,PHONE
244,A512347,LEO,DOG,A19-449392,STRAY,ALTOS AVE & HARRIS AVE,2019/12/31 08:00:00+00,RTO,2019/12/31 08:00:00+00,6Y,WHITE,N,IMP 1
245,A512549,TOBI,DOG,A21-472555,STRAY,FONG RANCH RD & SAN JUAN RD,2021/08/16 07:00:00+00,RTO,2021/08/16 07:00:00+00,6Y,TAN,M,IMP 1
246,A512693,SCOOBY,DOG,,CONFISCATE,,2021/06/15 07:00:00+00,RTO,2021/06/23 07:00:00+00,6Y,FAWN,N,IMP 1
247,A512693,SCOOBY,DOG,,FOSTER,,2022/04/05 07:00:00+00,ADOPTION,2022/04/05 07:00:00+00,6Y,FAWN,N,FOSTER
248,A512693,SCOOBY,DOG,A21-474720,CONFISCATE,FRANKLIN BLVD & FRUITRIDGE RD,2021/10/07 07:00:00+00,FOSTER,2022/03/11 08:00:00+00,6Y,FAWN,N,SPACE
249,A512818,MOLLY,DOG,A21-464251,OWNER SUR,PROMENADE CIR & N FREEWAY BLVD,2021/02/11 08:00:00+00,RTO,2021/02/18 08:00:00+00,8Y,BROWN,S,PHONE
250,A512900,CUTIE,DOG,A20-462325,OWNER SUR,7034 CROMWELL WAY,2021/03/16 07:00:00+00,EUTH,2021/03/20 07:00:00+00,6Y,WHITE,S,DD
251,A512901,BRICHES,DOG,A20-462325,OWNER SUR,7034 CROMWELL WAY,2021/03/16 07:00:00+00,EUTH,2021/03/20 07:00:00+00,6Y,RED,S,DD
252,A513681,CALI BLUE,DOG,,STRAY,AMHERST STREET & LOMAS WAY,2020/01/17 08:00:00+00,RTO,2020/01/17 08:00:00+00,8Y,WHITE,S,PHONE
253,A513681,CALI BLUE,DOG,A20-451223,STRAY,69TH ST & SCHREINER,2020/02/09 08:00:00+00,RTO,2020/03/20 07:00:00+00,8Y,WHITE,S,IMP 1
254,A514366,OWEN,DOG,,OWNER SUR,,2020/12/10 08:00:00+00,RTO,2020/12/17 08:00:00+00,7Y,BROWN,N,HOMELESS 1
255,A514372,YESSI,DOG,,STRAY,RIO LINDA BLVD & GRAND AVE,2019/12/21 08:00:00+00,RTO,2019/12/21 08:00:00+00,7Y,BROWN,S,PHONE
256,A514374,MIMI,DOG,,STRAY,RIO LINDA BLVD & GRAND AVE,2019/12/21 08:00:00+00,RTO,2019/12/21 08:00:00+00,7Y,BLACK,F,PHONE
257,A514957,ALEC,DOG,,STRAY,R STREET & 12TH STREET,2019/11/23 08:00:00+00,ADOPTION,2019/12/29 08:00:00+00,11Y,GRAY,N,NORMAL
258,A516147,JACOB,DOG,,STRAY,NORTHGATE BLVD & SAN JUAN RD,2019/12/28 08:00:00+00,RTO,2019/12/29 08:00:00+00,6Y,BLACK,M,PHONE
259,A516147,JACOB,DOG,A21-470960,STRAY,DEL PASO BLVD & TAFT ST,2021/07/12 07:00:00+00,RTO,2021/07/12 07:00:00+00,6Y,BLACK,M,IMP 3
260,A516273,LIEUTENANT,DOG,,STRAY,5022 58TH ST,2022/10/12 07:00:00+00,RTO,2022/10/12 07:00:00+00,6Y,WHITE,M,PHONE
261,A516318,NEMO,CAT,,EUTH REQ,,2019/11/09 08:00:00+00,EUTH,2019/11/09 08:00:00+00,15Y,ORG TABBY,N,OWNER REQ
262,A516748,BUDDY,DOG,A21-470814,CONFISCATE,RUSH RIVER DR & MARINA COVE DR,2021/07/09 07:00:00+00,RTO,2021/07/23 07:00:00+00,6Y,BLUE BRINDLE,M,IMP 1
263,A516861,GUMMY,DOG,,FOSTER,,2020/02/02 08:00:00+00,ADOPTION,2020/02/02 08:00:00+00,15Y,BROWN,S,FOSTER
264,A517159,FAT BOY,DOG,A20-456322,CONFISCATE,BROWNING DR & TAFT ST,2020/06/30 07:00:00+00,RTO,2020/07/05 07:00:00+00,7Y,TAN,N,PHONE
265,A517200,COOKIE,DOG,A20-451599,STRAY,,2020/02/15 08:00:00+00,ADOPTION,2020/03/02 08:00:00+00,6Y,BLACK,S,NORMAL
266,A517295,SWEET CHI,DOG,,STRAY,,2021/09/01 07:00:00+00,,2021/11/30 08:00:00+00,11Y,TAN,S,
267,A517431,ROCKSTAR,CAT,A21-473060,STRAY,LAS COCHES WAY & MATADERO CT,2021/08/29 07:00:00+00,EUTH,2021/09/01 07:00:00+00,,BLACK,S,PHYS COND
268,A517585,JACKS,DOG,,STRAY,RIO NORTE WAY & RIO LOMA WAY,2022/02/26 08:00:00+00,RTO,2022/02/27 08:00:00+00,7Y,BLACK,M,PHONE
269,A517585,JACKS,DOG,,STRAY,RIO NORTE WAY & RIO LOMA WAY,2022/02/26 08:00:00+00,,2022/02/26 08:00:00+00,7Y,BLACK,M,AT ACC
270,A517600,LIL GIRL,DOG,A22-483733,CONFISCATE,STOCKTON BLVD & MCMAHON DR,2022/04/28 07:00:00+00,RTO,2022/04/30 07:00:00+00,6Y,BROWN,F,IMP 1
271,A517695,ROSE,DOG,A20-456322,CONFISCATE,BROWNING DR & TAFT ST,2020/06/30 07:00:00+00,RTO,2020/07/05 07:00:00+00,8Y,TAN,S,PHONE
272,A517855,BAMA,DOG,,STRAY,W ELKHORN BLVD & W 2ND ST,2022/04/25 07:00:00+00,RTO,2022/04/25 07:00:00+00,5Y,BLACK,F,PHONE
273,A518098,SIMBA,DOG,A21-463731,OWNER SUR,3070 35TH AVE,2021/02/02 08:00:00+00,EUTH,2021/02/16 08:00:00+00,4Y,FAWN,N,PDD
274,A518181,RUDY,DOG,A22-487359,CONFISCATE,COLFAX ST & BAY DR,2022/07/11 07:00:00+00,ADOPTION,2022/07/23 07:00:00+00,10Y,WHITE,N,NORMAL
275,A518323,BEAR,DOG,,FOSTER,,2020/02/10 08:00:00+00,ADOPTION,2020/02/10 08:00:00+00,12Y,WHITE,N,FOSTER
276,A518447,PRINCESS,DOG,A21-471638,FOSTER,,2021/08/14 07:00:00+00,ADOPTION,2021/08/14 07:00:00+00,8Y,BLACK,S,EMERGENCY
277,A518447,PRINCESS,DOG,A21-471638,CONFISCATE,4300 35TH ST,2021/07/28 07:00:00+00,FOSTER,2021/07/31 07:00:00+00,8Y,BLACK,S,EMERGENCY
278,A518463,MISSY,DOG,A21-463045,STRAY,ARDEN WAY & FAIRFIELD ST,2021/01/10 08:00:00+00,RTO,2021/01/10 08:00:00+00,5Y,TAN,S,IMP 1
279,A518498,TWINKY,DOG,A21-471638,CONFISCATE,4300 35TH ST,2021/07/28 07:00:00+00,FOSTER,2021/07/31 07:00:00+00,5Y,BEIGE,S,EMERGENCY
280,A518498,TWINKY,DOG,,FOSTER,,2021/08/25 07:00:00+00,ADOPTION,2021/08/25 07:00:00+00,5Y,BEIGE,S,EMERGENCY
281,A519182,BISCUIT,DOG,,STRAY,,2021/10/29 07:00:00+00,,2021/10/29 07:00:00+00,13Y,TAN,N,AT ACC
282,A519192,MIA,DOG,A21-467384,OWNER SUR,BRIDGECROSS DR & SANDMARK DR,2021/04/28 07:00:00+00,EUTH,2021/05/19 07:00:00+00,5Y,GRAY,S,BEHAVIOR
283,A519750,BUCK,DOG,A22-489794,FOSTER,,2022/10/06 00:00:00+00,,,4Y,WHITE,N,
284,A519750,BUCK,DOG,A22-489794,STRAY,CENTER PKWY & FITZWILLIAM WAY,2022/09/01 07:00:00+00,FOSTER,2022/09/29 07:00:00+00,4Y,WHITE,N,SPACE
285,A519791,COA COA,DOG,A20-451960,STRAY,FLORIN RD & LUTHER DR,2020/02/21 08:00:00+00,ADOPTION,2020/02/29 08:00:00+00,6Y,BROWN,S,NORMAL
286,A520120,SADIE,DOG,,STRAY,RESPONSE RD & EXPOSITION BLVD,2022/07/24 07:00:00+00,RTO,2022/07/26 07:00:00+00,6Y,CREAM,S,EMAIL
287,A520547,BLUE,DOG,A20-457927,STRAY,DEL PASO BLVD & RAILROAD DR,2020/08/16 07:00:00+00,RTO,2020/08/18 07:00:00+00,11Y,WHITE,N,TEXT
288,A520567,ROLO,DOG,,OWNER SUR,,2022/10/18 00:00:00+00,,,7Y,WHITE,N,
289,A520567,ROLO,DOG,,OWNER SUR,,2022/05/07 07:00:00+00,TRANSFER,2022/05/18 07:00:00+00,7Y,WHITE,N,RESCUE GRP
290,A520590,BRUISER,DOG,A20-457486,STRAY,FREENZA AVE & SELMA ST,2020/08/03 07:00:00+00,RTO,2020/08/04 07:00:00+00,15Y,BLACK,M,PHONE
291,A522096,SWEETIE,DOG,A20-452690,STRAY,RIO LINDA BLVD & HARRIS AVE,2020/03/10 07:00:00+00,RTO,2020/03/10 07:00:00+00,4Y,BROWN,F,IMP 1
292,A522102,BEIA,DOG,A21-471638,CONFISCATE,4300 35TH ST,2021/07/28 07:00:00+00,FOSTER,2021/07/31 07:00:00+00,2Y,BLACK,S,EMERGENCY
293,A522102,BEIA,DOG,,FOSTER,,2021/09/09 07:00:00+00,ADOPTION,2021/09/09 07:00:00+00,2Y,BLACK,S,EMERGENCY
294,A522117,CHICA,DOG,,FOSTER,,2021/11/10 08:00:00+00,ADOPTION,2021/11/10 08:00:00+00,2Y,BROWN,S,EMERGENCY
295,A522117,CHICA,DOG,A21-471638,CONFISCATE,4300 35TH ST,2021/07/28 07:00:00+00,FOSTER,2021/07/31 07:00:00+00,2Y,BROWN,S,EMERGENCY
296,A522476,JACK,DOG,A19-447851,STRAY,55 VIILLAGE GREEN DRIVE,2019/11/23 08:00:00+00,FOSTER,2019/12/07 08:00:00+00,6Y,BROWN,N,POSS ADOPT
297,A522476,JACK,DOG,,RETURN,,2019/12/26 08:00:00+00,EUTH,2020/01/12 08:00:00+00,6Y,BROWN,N,BEHAVIOR
298,A522476,JACK,DOG,A19-447851,FOSTER,,2019/12/09 08:00:00+00,ADOPTION,2019/12/17 08:00:00+00,6Y,BROWN,N,FOSTER
299,A523986,BUTTERS,DOG,,FOSTER,,2020/06/22 07:00:00+00,ADOPTION,2020/06/22 07:00:00+00,,FAWN,N,EMERGENCY
300,A524044,KYRIE,DOG,,OWNER SUR,ADA/BACKGROUND,2019/11/09 08:00:00+00,ADOPTION,2019/11/12 08:00:00+00,7Y,BLACK,S,NORMAL
301,A524841,BABY GIRL,DOG,A20-458492,CONFISCATE,LA RIVIERA DR & HOWE AVE,2020/09/02 07:00:00+00,RTO,2020/09/02 07:00:00+00,8Y,BLACK,F,IMP 1
